,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,booking_date
57384,City Hotel,1,19,2016,9,40,25,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,0,Canceled,2016-09-06,2016-09-25,2016-09-06
57385,City Hotel,1,27,2016,9,40,25,2,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1,Canceled,2016-09-01,2016-09-25,2016-08-29
57386,City Hotel,1,38,2016,9,40,25,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,104.64,0,1,Canceled,2016-08-20,2016-09-25,2016-08-18
57387,City Hotel,1,12,2016,9,40,25,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,0,Canceled,2016-09-17,2016-09-25,2016-09-13
57388,City Hotel,1,30,2016,9,40,25,2,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2016-08-29,2016-09-25,2016-08-26
57389,City Hotel,1,41,2016,9,40,25,2,0,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1,Canceled,2016-09-19,2016-09-25,2016-08-15
57390,City Hotel,1,12,2016,9,40,25,2,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.0,0,0,Canceled,2016-09-14,2016-09-25,2016-09-13
57391,City Hotel,1,13,2016,9,40,25,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,0,Canceled,2016-09-13,2016-09-25,2016-09-12
57392,City Hotel,1,123,2016,9,40,25,2,0,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,201.6,0,0,Canceled,2016-05-25,2016-09-25,2016-05-25
57393,City Hotel,1,61,2016,9,40,25,2,1,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,152.1,0,1,Canceled,2016-09-07,2016-09-25,2016-07-26
57394,City Hotel,1,89,2016,9,40,25,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83.0,,0,Transient,127.33,0,0,Canceled,2016-08-23,2016-09-25,2016-06-28
57395,City Hotel,1,156,2016,9,40,25,2,1,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-04-29,2016-09-25,2016-04-22
57396,City Hotel,1,89,2016,9,40,25,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,127.33,0,0,Canceled,2016-08-23,2016-09-25,2016-06-28
57397,City Hotel,1,138,2016,9,40,25,2,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,1,Canceled,2016-09-23,2016-09-25,2016-05-10
57398,City Hotel,1,44,2016,9,40,25,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2016-08-13,2016-09-25,2016-08-12
57399,City Hotel,1,60,2016,9,40,25,2,1,2,0.0,0,SC,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Canceled,2016-09-01,2016-09-25,2016-07-27
57400,City Hotel,1,24,2016,9,40,25,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Canceled,2016-09-04,2016-09-25,2016-09-01
57401,City Hotel,1,44,2016,9,40,25,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,2,Canceled,2016-08-21,2016-09-25,2016-08-12
57402,City Hotel,1,20,2016,9,40,25,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,127.2,0,3,Canceled,2016-09-06,2016-09-25,2016-09-05
57403,City Hotel,1,130,2016,9,40,25,3,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,2016-06-15,2016-09-25,2016-05-18
57404,City Hotel,1,7,2016,9,40,25,3,5,2,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Transient,251.5,0,0,Canceled,2016-09-23,2016-09-25,2016-09-18
57405,City Hotel,1,35,2016,9,40,26,1,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016-08-23,2016-09-26,2016-08-22
57406,City Hotel,1,25,2016,9,40,26,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,0,Canceled,2016-09-01,2016-09-26,2016-09-01
57407,City Hotel,1,4,2016,9,40,26,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,98.1,0,0,Canceled,2016-09-23,2016-09-26,2016-09-22
57408,City Hotel,1,18,2016,9,40,26,1,0,2,0.0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Canceled,2016-09-21,2016-09-26,2016-09-08
57409,City Hotel,1,35,2016,9,40,26,1,0,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,81.0,0,0,Canceled,2016-08-22,2016-09-26,2016-08-22
57410,City Hotel,1,35,2016,9,40,26,1,0,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016-08-23,2016-09-26,2016-08-22
57411,City Hotel,1,4,2016,9,40,26,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,98.1,0,0,Canceled,2016-09-23,2016-09-26,2016-09-22
57412,City Hotel,1,16,2016,9,40,26,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.0,0,0,Canceled,2016-09-11,2016-09-26,2016-09-10
57413,City Hotel,1,53,2016,9,40,26,1,0,2,0.0,0,SC,UKR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Canceled,2016-08-12,2016-09-26,2016-08-04
57414,City Hotel,1,35,2016,9,40,26,1,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016-08-23,2016-09-26,2016-08-22
57415,City Hotel,1,51,2016,9,40,26,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,2,Canceled,2016-09-20,2016-09-26,2016-08-06
57416,City Hotel,1,27,2016,9,40,26,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,111.2,0,0,Canceled,2016-09-18,2016-09-26,2016-08-30
57417,City Hotel,1,24,2016,9,40,26,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-09-03,2016-09-26,2016-09-02
57418,City Hotel,1,35,2016,9,40,26,1,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1,Canceled,2016-08-29,2016-09-26,2016-08-22
57419,City Hotel,1,24,2016,9,40,26,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-09-03,2016-09-26,2016-09-02
57420,City Hotel,1,4,2016,9,40,26,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,98.1,0,0,Canceled,2016-09-23,2016-09-26,2016-09-22
57421,City Hotel,1,27,2016,9,40,26,1,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,140.2,0,0,Canceled,2016-09-18,2016-09-26,2016-08-30
57422,City Hotel,1,24,2016,9,40,26,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-09-03,2016-09-26,2016-09-02
57423,City Hotel,1,24,2016,9,40,26,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-09-03,2016-09-26,2016-09-02
57424,City Hotel,1,120,2016,9,40,26,1,1,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.1,0,0,Canceled,2016-06-16,2016-09-26,2016-05-29
57425,City Hotel,1,24,2016,9,40,26,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-09-03,2016-09-26,2016-09-02
57426,City Hotel,1,24,2016,9,40,26,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-09-03,2016-09-26,2016-09-02
57427,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57428,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57429,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57430,City Hotel,1,253,2016,9,40,26,1,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,2.0,0,0,Canceled,2016-01-18,2016-09-26,2016-01-17
57431,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57432,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57433,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57434,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57435,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57436,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57437,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57438,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57439,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-08-02,2016-09-26,2015-08-05
57440,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57441,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57442,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57443,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-09-02,2016-09-26,2015-08-05
57444,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57445,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57446,City Hotel,1,80,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,75.0,0,0,Canceled,2016-09-02,2016-09-26,2016-07-08
57447,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57448,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57449,City Hotel,1,213,2016,9,40,26,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,,51.0,0,Transient-Party,106.0,0,0,Canceled,2016-08-29,2016-09-26,2016-02-26
57450,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57451,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57452,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57453,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-08-02,2016-09-26,2015-08-05
57454,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-08-02,2016-09-26,2015-08-05
57455,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57456,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57457,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57458,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57459,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57460,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57461,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57462,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57463,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57464,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57465,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57466,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57467,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57468,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57469,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57470,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57471,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57472,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57473,City Hotel,1,35,2016,9,40,26,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.2,0,1,Canceled,2016-09-17,2016-09-26,2016-08-22
57474,City Hotel,1,51,2016,9,40,26,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,2,Canceled,2016-09-20,2016-09-26,2016-08-06
57475,City Hotel,1,4,2016,9,40,26,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,98.1,0,0,Canceled,2016-09-23,2016-09-26,2016-09-22
57476,City Hotel,1,38,2016,9,40,26,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.59,0,0,Canceled,2016-09-25,2016-09-26,2016-08-19
57477,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57478,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57479,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-09-02,2016-09-26,2015-08-05
57480,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-08-02,2016-09-26,2015-08-05
57481,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57482,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57483,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57484,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57485,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57486,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57487,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57488,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57489,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57490,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57491,City Hotel,1,38,2016,9,40,26,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.6,0,0,Canceled,2016-08-19,2016-09-26,2016-08-19
57492,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57493,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57494,City Hotel,1,53,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0,Canceled,2016-08-30,2016-09-26,2016-08-04
57495,City Hotel,1,80,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,75.0,0,0,Canceled,2016-09-02,2016-09-26,2016-07-08
57496,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57497,City Hotel,0,418,2016,9,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29,2016-09-26,2015-08-05
57498,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
57499,City Hotel,1,418,2016,9,40,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26,2015-08-05
