,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,booking_date
2795,Resort Hotel,1,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26,2015-10-31,2015-05-29
2796,Resort Hotel,0,4,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient,44.5,0,0,Check-Out,2015-11-01,2015-10-31,2015-10-27
2797,Resort Hotel,0,3,2015,10,44,31,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2015-11-01,2015-10-31,2015-10-28
2798,Resort Hotel,0,4,2015,10,44,31,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient,37.0,1,0,Check-Out,2015-11-01,2015-10-31,2015-10-27
2799,Resort Hotel,1,3,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Canceled,2015-10-30,2015-10-31,2015-10-28
2800,Resort Hotel,0,54,2015,10,44,31,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,38.81,1,1,Check-Out,2015-11-01,2015-10-31,2015-09-07
2801,Resort Hotel,0,3,2015,10,44,31,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2015-11-01,2015-10-31,2015-10-28
2802,Resort Hotel,0,1,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,39.2,0,0,Check-Out,2015-11-01,2015-10-31,2015-10-30
2803,Resort Hotel,0,0,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2015-11-01,2015-10-31,2015-10-31
2804,Resort Hotel,0,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2015-11-01,2015-10-31,2015-05-29
2805,Resort Hotel,0,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,1,0,Check-Out,2015-11-01,2015-10-31,2015-05-29
2806,Resort Hotel,1,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,36.0,0,0,Canceled,2015-10-29,2015-10-31,2015-05-29
2807,Resort Hotel,0,0,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,49.0,0,0,Check-Out,2015-11-01,2015-10-31,2015-10-31
2808,Resort Hotel,0,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,1,1,Check-Out,2015-11-01,2015-10-31,2015-05-29
2809,Resort Hotel,0,155,2015,10,44,31,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,1,0,Check-Out,2015-11-01,2015-10-31,2015-05-29
2810,Resort Hotel,0,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,36.0,1,0,Check-Out,2015-11-01,2015-10-31,2015-05-29
2811,Resort Hotel,1,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26,2015-10-31,2015-05-29
2812,Resort Hotel,1,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26,2015-10-31,2015-05-29
2813,Resort Hotel,1,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26,2015-10-31,2015-05-29
2814,Resort Hotel,1,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26,2015-10-31,2015-05-29
2815,Resort Hotel,1,155,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26,2015-10-31,2015-05-29
2816,Resort Hotel,1,1,2015,10,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Canceled,2015-10-31,2015-10-31,2015-10-30
2817,Resort Hotel,0,2,2015,10,44,31,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,88.0,0,1,Check-Out,2015-11-01,2015-10-31,2015-10-29
2818,Resort Hotel,1,74,2015,10,44,31,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,46.0,0,2,Canceled,2015-08-20,2015-10-31,2015-08-18
2819,Resort Hotel,0,2,2015,10,44,31,1,1,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,114.0,1,1,Check-Out,2015-11-02,2015-10-31,2015-10-29
2820,Resort Hotel,1,11,2015,10,44,31,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,1,Canceled,2015-10-20,2015-10-31,2015-10-20
2821,Resort Hotel,0,12,2015,10,44,31,1,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,1,Check-Out,2015-11-02,2015-10-31,2015-10-19
2822,Resort Hotel,0,155,2015,10,44,31,1,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2015-11-02,2015-10-31,2015-05-29
2823,Resort Hotel,0,0,2015,10,44,31,1,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,48.0,0,0,Check-Out,2015-11-02,2015-10-31,2015-10-31
2824,Resort Hotel,0,155,2015,10,44,31,1,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,1,Check-Out,2015-11-02,2015-10-31,2015-05-29
2825,Resort Hotel,0,0,2015,10,44,31,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,G,1,No Deposit,240.0,,0,Transient,69.0,0,1,Check-Out,2015-11-03,2015-10-31,2015-10-31
2826,Resort Hotel,1,75,2015,10,44,31,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,71.0,0,2,Canceled,2015-10-09,2015-10-31,2015-08-17
2827,Resort Hotel,1,128,2015,10,44,31,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,34.43,0,2,Canceled,2015-10-02,2015-10-31,2015-06-25
2828,Resort Hotel,1,128,2015,10,44,31,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,34.43,0,2,Canceled,2015-10-02,2015-10-31,2015-06-25
2829,Resort Hotel,1,51,2015,10,44,31,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,51.84,0,2,Canceled,2015-09-21,2015-10-31,2015-09-10
2830,Resort Hotel,0,25,2015,10,44,31,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,46.65,1,1,Check-Out,2015-11-06,2015-10-31,2015-10-06
2831,Resort Hotel,1,81,2015,10,44,31,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.29,0,1,Canceled,2015-09-11,2015-10-31,2015-08-11
2832,Resort Hotel,0,39,2015,10,44,31,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient,47.6,0,0,Check-Out,2015-11-07,2015-10-31,2015-09-22
2833,Resort Hotel,1,58,2015,10,44,31,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,34.97,0,0,Canceled,2015-09-04,2015-10-31,2015-09-03
2834,Resort Hotel,0,5,2015,10,44,31,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,46.76,0,2,Check-Out,2015-11-07,2015-10-31,2015-10-26
2835,Resort Hotel,1,33,2015,11,45,1,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,25.0,0,0,No-Show,2015-11-01,2015-11-01,2015-09-29
2836,Resort Hotel,1,1,2015,11,45,1,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,49.0,0,1,No-Show,2015-11-01,2015-11-01,2015-10-31
2837,Resort Hotel,0,4,2015,11,45,1,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,0,Check-Out,2015-11-02,2015-11-01,2015-10-28
2838,Resort Hotel,0,5,2015,11,45,1,1,0,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,55.0,0,0,Check-Out,2015-11-02,2015-11-01,2015-10-27
2839,Resort Hotel,0,1,2015,11,45,1,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,44.1,0,1,Check-Out,2015-11-02,2015-11-01,2015-10-31
2840,Resort Hotel,1,33,2015,11,45,1,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,25.0,0,0,No-Show,2015-11-01,2015-11-01,2015-09-29
2841,Resort Hotel,0,76,2015,11,45,1,2,3,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,,0,Contract,55.04,0,0,Check-Out,2015-11-06,2015-11-01,2015-08-17
2842,Resort Hotel,1,171,2015,11,45,1,3,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,36.0,0,0,Canceled,2015-10-15,2015-11-01,2015-05-14
2843,Resort Hotel,0,146,2015,11,45,1,4,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,36.0,,0,Transient,56.16,0,0,Check-Out,2015-11-10,2015-11-01,2015-06-08
2844,Resort Hotel,0,83,2015,11,45,2,1,4,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,61.87,0,0,Check-Out,2015-11-07,2015-11-02,2015-08-11
2845,Resort Hotel,0,39,2015,11,45,2,1,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,24.8,0,1,Check-Out,2015-11-07,2015-11-02,2015-09-24
2846,Resort Hotel,0,24,2015,11,45,2,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,46.0,0,1,Check-Out,2015-11-07,2015-11-02,2015-10-09
2847,Resort Hotel,0,1,2015,11,45,2,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,48.0,0,2,Check-Out,2015-11-05,2015-11-02,2015-11-01
2848,Resort Hotel,0,0,2015,11,45,2,1,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,50.5,0,1,Check-Out,2015-11-08,2015-11-02,2015-11-02
2849,Resort Hotel,0,20,2015,11,45,2,2,5,2,0.0,1,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,69.0,,0,Transient,29.0,0,1,Check-Out,2015-11-09,2015-11-02,2015-10-13
2850,Resort Hotel,0,20,2015,11,45,2,2,5,2,0.0,1,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,69.0,,0,Transient,29.0,0,1,Check-Out,2015-11-09,2015-11-02,2015-10-13
2851,Resort Hotel,0,21,2015,11,45,2,2,5,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,69.43,0,0,Check-Out,2015-11-09,2015-11-02,2015-10-12
2852,Resort Hotel,1,31,2015,11,45,2,5,11,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-02,2015-10-02
2853,Resort Hotel,1,31,2015,11,45,2,5,11,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-02,2015-10-02
2854,Resort Hotel,1,31,2015,11,45,2,5,11,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-02,2015-10-02
2855,Resort Hotel,1,31,2015,11,45,2,5,11,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-02,2015-10-02
2856,Resort Hotel,1,31,2015,11,45,2,5,11,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-02,2015-10-02
2857,Resort Hotel,1,31,2015,11,45,2,5,11,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-02,2015-10-02
2858,Resort Hotel,1,31,2015,11,45,2,5,11,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-02,2015-10-02
2859,Resort Hotel,0,36,2015,11,45,3,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,0.0,0,1,Check-Out,2015-11-03,2015-11-03,2015-09-28
2860,Resort Hotel,0,5,2015,11,45,3,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,,0,Transient,46.0,1,0,Check-Out,2015-11-04,2015-11-03,2015-10-29
2861,Resort Hotel,0,5,2015,11,45,3,0,1,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,E,G,0,No Deposit,,,0,Transient,58.0,0,0,Check-Out,2015-11-04,2015-11-03,2015-10-29
2862,Resort Hotel,0,0,2015,11,45,3,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,1,1,Check-Out,2015-11-04,2015-11-03,2015-11-03
2863,Resort Hotel,0,0,2015,11,45,3,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,46.0,1,0,Check-Out,2015-11-04,2015-11-03,2015-11-03
2864,Resort Hotel,0,7,2015,11,45,3,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,48.0,1,1,Check-Out,2015-11-04,2015-11-03,2015-10-27
2865,Resort Hotel,0,0,2015,11,45,3,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.0,1,1,Check-Out,2015-11-05,2015-11-03,2015-11-03
2866,Resort Hotel,1,6,2015,11,45,3,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,43.2,0,2,Canceled,2015-11-03,2015-11-03,2015-10-28
2867,Resort Hotel,0,24,2015,11,45,3,0,3,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,1,No Deposit,334.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,2015-11-06,2015-11-03,2015-10-10
2868,Resort Hotel,0,6,2015,11,45,3,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,43.2,0,2,Check-Out,2015-11-06,2015-11-03,2015-10-28
2869,Resort Hotel,0,26,2015,11,45,3,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,33.3,0,0,Check-Out,2015-11-07,2015-11-03,2015-10-08
2870,Resort Hotel,0,3,2015,11,45,3,0,4,2,2.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,,0,Transient,41.4,0,0,Check-Out,2015-11-07,2015-11-03,2015-10-31
2871,Resort Hotel,1,26,2015,11,45,3,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient-Party,26.1,0,0,Canceled,2015-10-08,2015-11-03,2015-10-08
2872,Resort Hotel,0,49,2015,11,45,3,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,53.0,0,Transient,35.0,0,0,Check-Out,2015-11-07,2015-11-03,2015-09-15
2873,Resort Hotel,0,25,2015,11,45,3,0,4,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,47.6,0,0,Check-Out,2015-11-07,2015-11-03,2015-10-09
2874,Resort Hotel,1,26,2015,11,45,3,0,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient-Party,22.5,0,0,Canceled,2015-10-08,2015-11-03,2015-10-08
2875,Resort Hotel,0,6,2015,11,45,3,2,5,3,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,48.9,0,1,Check-Out,2015-11-10,2015-11-03,2015-10-28
2876,Resort Hotel,0,8,2015,11,45,3,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.2,1,1,Check-Out,2015-11-05,2015-11-03,2015-10-26
2877,Resort Hotel,0,24,2015,11,45,3,2,10,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,328.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,2015-11-15,2015-11-03,2015-10-10
2878,Resort Hotel,0,24,2015,11,45,3,3,10,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,326.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,2015-11-16,2015-11-03,2015-10-10
2879,Resort Hotel,0,24,2015,11,45,3,3,10,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,326.0,281.0,0,Transient,48.0,0,0,Check-Out,2015-11-16,2015-11-03,2015-10-10
2880,Resort Hotel,0,24,2015,11,45,3,3,10,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,2015-11-16,2015-11-03,2015-10-10
2881,Resort Hotel,0,24,2015,11,45,3,3,10,1,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,6,No Deposit,328.0,281.0,0,Transient,40.0,0,0,Check-Out,2015-11-16,2015-11-03,2015-10-10
2882,Resort Hotel,0,24,2015,11,45,3,3,10,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,326.0,281.0,0,Transient,48.0,0,0,Check-Out,2015-11-16,2015-11-03,2015-10-10
2883,Resort Hotel,0,24,2015,11,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,2015-11-16,2015-11-03,2015-10-10
2884,Resort Hotel,0,24,2015,11,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,F,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,2015-11-16,2015-11-03,2015-10-10
2885,Resort Hotel,0,1,2015,11,45,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,286.0,0,Transient,35.0,0,0,Check-Out,2015-11-05,2015-11-04,2015-11-03
2886,Resort Hotel,0,2,2015,11,45,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.0,0,0,Check-Out,2015-11-05,2015-11-04,2015-11-02
2887,Resort Hotel,0,2,2015,11,45,4,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,36.0,0,1,Check-Out,2015-11-06,2015-11-04,2015-11-02
2888,Resort Hotel,0,0,2015,11,45,4,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,44.1,0,1,Check-Out,2015-11-06,2015-11-04,2015-11-04
2889,Resort Hotel,1,50,2015,11,45,4,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,24.79,0,0,Canceled,2015-09-16,2015-11-04,2015-09-15
2890,Resort Hotel,1,25,2015,11,45,4,2,9,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,281.0,0,Transient-Party,48.0,0,0,Canceled,2015-10-22,2015-11-04,2015-10-10
2891,Resort Hotel,1,25,2015,11,45,4,2,9,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,281.0,0,Transient-Party,40.0,0,0,Canceled,2015-10-22,2015-11-04,2015-10-10
2892,Resort Hotel,0,33,2015,11,45,4,2,9,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,3,No Deposit,185.0,281.0,0,Transient-Party,42.55,0,0,Check-Out,2015-11-15,2015-11-04,2015-10-02
2893,Resort Hotel,0,0,2015,11,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,12.0,0,Transient,35.0,0,0,Check-Out,2015-11-06,2015-11-05,2015-11-05
2894,Resort Hotel,0,0,2015,11,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2015-11-06,2015-11-05,2015-11-05
2895,Resort Hotel,0,0,2015,11,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2015-11-06,2015-11-05,2015-11-05
2896,Resort Hotel,0,28,2015,11,45,5,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,105.5,0,2,Check-Out,2015-11-11,2015-11-05,2015-10-08
2897,Resort Hotel,0,28,2015,11,45,5,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,111.5,1,2,Check-Out,2015-11-11,2015-11-05,2015-10-08
2898,Resort Hotel,0,34,2015,11,45,5,2,8,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,2015-11-05,2015-10-02
2899,Resort Hotel,0,65,2015,11,45,5,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Contract,54.99,0,0,Check-Out,2015-11-15,2015-11-05,2015-09-01
2900,Resort Hotel,0,34,2015,11,45,5,2,8,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,2015-11-15,2015-11-05,2015-10-02
2901,Resort Hotel,0,11,2015,11,45,6,0,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,44.1,0,1,Check-Out,2015-11-07,2015-11-06,2015-10-26
2902,Resort Hotel,0,1,2015,11,45,6,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,36.0,0,1,Check-Out,2015-11-07,2015-11-06,2015-11-05
2903,Resort Hotel,0,4,2015,11,45,6,0,1,1,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,70.0,0,0,Check-Out,2015-11-07,2015-11-06,2015-11-02
2904,Resort Hotel,0,0,2015,11,45,6,0,1,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,93.0,0,0,Check-Out,2015-11-07,2015-11-06,2015-11-06
2905,Resort Hotel,0,15,2015,11,45,6,0,2,2,0.0,0,BB,ZWE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,115.0,,0,Transient,26.1,0,0,Check-Out,2015-11-08,2015-11-06,2015-10-22
2906,Resort Hotel,0,0,2015,11,45,6,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,54.4,0,1,Check-Out,2015-11-08,2015-11-06,2015-11-06
2907,Resort Hotel,0,38,2015,11,45,6,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,57.0,0,1,Check-Out,2015-11-08,2015-11-06,2015-09-29
2908,Resort Hotel,0,0,2015,11,45,6,0,2,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,241.0,,0,Transient,77.3,1,0,Check-Out,2015-11-08,2015-11-06,2015-11-06
2909,Resort Hotel,0,91,2015,11,45,6,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,156.0,,0,Contract,24.8,0,2,Check-Out,2015-11-10,2015-11-06,2015-08-07
2910,Resort Hotel,1,123,2015,11,45,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,62.5,0,0,Canceled,2015-09-28,2015-11-06,2015-07-06
2911,Resort Hotel,1,123,2015,11,45,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,62.5,0,0,Canceled,2015-09-28,2015-11-06,2015-07-06
